id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
37106797,罚罪2,,https://dou.img.lithub.cc/movie/37106797.jpg,2025-12-25(中国大陆),https://movie.douban.com/subject/37106797/,6.7,"剧情,动作",3,,,2026-01-10 01:32:21,2025 / 中国大陆 / 剧情 动作 / 天毅 易勇 / 黄景瑜 王传君
36331163,暴风圈,,https://dou.img.lithub.cc/movie/36331163.jpg,2025-09-10(韩国),https://movie.douban.com/subject/36331163/,4.2,"剧情,动作,悬疑",2,,,2026-01-09 16:39:36,2025 / 韩国 / 剧情 动作 悬疑 / 金希元 许明行 / 全智贤 姜栋元
36097599,完美世界 第二季,,https://dou.img.lithub.cc/movie/36097599.jpg,2021-10-08(中国大陆),https://movie.douban.com/subject/36097599/,7.8,"剧情,动画,奇幻",2,,,2026-01-09 12:23:02,2021 / 中国大陆 / 剧情 动画 奇幻 / 汪成果 张帅 / 锦鲤 刘晴
35312003,完美世界 第一季,,https://dou.img.lithub.cc/movie/35312003.jpg,2021-04-23(中国大陆),https://movie.douban.com/subject/35312003/,7.1,"动画,奇幻,冒险",2,,,2026-01-09 12:22:48,2021 / 中国大陆 / 动画 奇幻 冒险 / 袁洁 自在天 / 锦鲤 刘晴
37291778,坂本日常 Part.2,,https://dou.img.lithub.cc/movie/37291778.jpg,2025-07-14(日本),https://movie.douban.com/subject/37291778/,8,动画,3,,,2026-01-09 12:21:17,2025 / 日本 / 动画 / 渡边正树 / 杉田智和 岛崎信长
36969210,九龙大众浪漫,,https://dou.img.lithub.cc/movie/36969210.jpg,2025-04-05(日本),https://movie.douban.com/subject/36969210/,7.2,"爱情,动画",3,,,2026-01-09 12:17:48,2025 / 日本 / 爱情 动画 / 岩崎良明 / 白石晴香 杉田智和
36486515,拉撒路,,https://dou.img.lithub.cc/movie/36486515.jpg,2025-04-05(日本),https://movie.douban.com/subject/36486515/,6.2,"动作,科幻,动画",2,,,2026-01-09 12:17:20,2025 / 日本 美国 / 动作 科幻 动画 惊悚 冒险 / 渡边信一郎 / 宫野真守 古川慎
35560082,眷思量 第二季,,https://dou.img.lithub.cc/movie/35560082.jpg,2024-06-01(中国大陆),https://movie.douban.com/subject/35560082/,8.5,"动画,奇幻",3,,,2026-01-09 12:16:22,2024 / 中国大陆 / 动画 奇幻 / 赵禹晴 / 凃雄飞 段艺璇
33717831,眷思量 第一季,,https://dou.img.lithub.cc/movie/33717831.jpg,2021-06-14(中国大陆),https://movie.douban.com/subject/33717831/,8,"动画,奇幻,冒险",3,,,2026-01-09 12:15:57,2021 / 中国大陆 / 动画 奇幻 冒险 / 赵禹晴 / 凃雄飞 段艺璇
36171155,胆大党,,https://dou.img.lithub.cc/movie/36171155.jpg,2024-10-04(日本),https://movie.douban.com/subject/36171155/,8,"剧情,动作,动画",4,,,2026-01-09 11:24:10,2024 / 日本 / 剧情 动作 动画 奇幻 / 山代风我 / 若山诗音 花江夏树
35593344,奥本海默,,https://dou.img.lithub.cc/movie/35593344.jpg,2023-08-30(中国大陆),https://movie.douban.com/subject/35593344/,8.8,"剧情,传记,历史",4,,,2026-01-09 11:20:41,2023 / 美国 英国 / 剧情 传记 历史 / 克里斯托弗·诺兰 / 基里安·墨菲 艾米莉·布朗特
30291070,财阀家的小儿子,,https://dou.img.lithub.cc/movie/30291070.jpg,2022-11-18(韩国),https://movie.douban.com/subject/30291070/,7.1,"剧情,爱情,奇幻",3,,,2026-01-09 01:34:53,2022 / 韩国 / 剧情 爱情 奇幻 / 郑大允 / 宋仲基 李星民
36093351,葬送的芙莉莲,,https://dou.img.lithub.cc/movie/36093351.jpg,2023-09-29(日本),https://movie.douban.com/subject/36093351/,9.4,"动画,奇幻,冒险",5,,,2026-01-09 01:30:05,2023 / 日本 / 动画 奇幻 冒险 / 斋藤圭一郎 / 种崎敦美 冈本信彦
35422807,扬名立万,,https://dou.img.lithub.cc/movie/35422807.jpg,2021-11-11(中国大陆),https://movie.douban.com/subject/35422807/,7.4,"剧情,喜剧,悬疑",4,,,2026-01-09 01:27:26,2021 / 中国大陆 / 剧情 喜剧 悬疑 / 刘循子墨 / 尹正 邓家佳
35208463,三大队,,https://dou.img.lithub.cc/movie/35208463.jpg,2023-12-15(中国大陆),https://movie.douban.com/subject/35208463/,7.6,"剧情,犯罪",4,,,2026-01-09 01:25:09,2023 / 中国大陆 / 剧情 犯罪 / 戴墨 / 张译 李晨
1299643,宝莲灯,,https://dou.img.lithub.cc/movie/1299643.jpg,1999-07-30(中国大陆),https://movie.douban.com/subject/1299643/,8.6,"动画,奇幻,冒险",4,,,2026-01-09 01:23:35,1999 / 中国大陆 / 动画 奇幻 冒险 / 常光希 / 姜文 徐帆
2303265,少年杨家将,,https://dou.img.lithub.cc/movie/2303265.jpg,2006-09-26(中国大陆),https://movie.douban.com/subject/2303265/,8.4,"剧情,古装",4,,,2026-01-09 01:22:25,2006 / 中国大陆 / 剧情 古装 / 卫翰韬 梁胜权 王少杰 李国立 / 胡歌 彭于晏
5989840,轩辕剑之天之痕,,https://dou.img.lithub.cc/movie/5989840.jpg,2012-07-06(中国大陆),https://movie.douban.com/subject/5989840/,6.8,"动作,爱情,奇幻",3,,,2026-01-09 01:22:06,2012 / 中国大陆 / 动作 爱情 奇幻 古装 / 李国立 / 胡歌 蒋劲夫
3732699,神话,,https://dou.img.lithub.cc/movie/3732699.jpg,2010-01-02(中国大陆),https://movie.douban.com/subject/3732699/,7.7,"剧情,动作,奇幻",3,,,2026-01-09 01:21:56,2010 / 中国大陆 / 剧情 动作 奇幻 / 蒋家骏 / 胡歌 白冰
35613241,县委大院,,https://dou.img.lithub.cc/movie/35613241.jpg,2022-12-07(中国大陆),https://movie.douban.com/subject/35613241/,6.8,剧情,3,,,2026-01-09 01:21:46,2022 / 中国大陆 / 剧情 / 孔笙 毛珺琳 王宏 / 胡歌 吴越
25994712,伪装者,,https://dou.img.lithub.cc/movie/25994712.jpg,2015-08-31(中国大陆),https://movie.douban.com/subject/25994712/,8.6,"剧情,悬疑",4,,,2026-01-09 01:21:19,2015 / 中国大陆 / 剧情 悬疑 / 李雪 / 胡歌 靳东
3227335,仙剑奇侠传三,,https://dou.img.lithub.cc/movie/3227335.jpg,2009-06-28(中国大陆),https://movie.douban.com/subject/3227335/,9,"爱情,奇幻,武侠",4,,,2026-01-09 01:21:09,2009 / 中国大陆 / 爱情 奇幻 武侠 古装 / 李国立 / 胡歌 霍建华
2210031,仙剑奇侠传,,https://dou.img.lithub.cc/movie/2210031.jpg,2005-01-24(中国大陆),https://movie.douban.com/subject/2210031/,9.1,"爱情,奇幻,武侠",5,,,2026-01-09 01:21:01,2005 / 中国大陆 / 爱情 奇幻 武侠 古装 / 李国立 吴锦源 梁胜权 麦贯之 / 胡歌 刘亦菲
35956190,走走停停,,https://dou.img.lithub.cc/movie/35956190.jpg,2024-06-08(中国大陆),https://movie.douban.com/subject/35956190/,8,"剧情,喜剧,家庭",3,,,2026-01-09 01:20:22,2024 / 中国大陆 / 剧情 喜剧 家庭 / 龙飞 / 胡歌 高圆圆
35797709,怪物,,https://dou.img.lithub.cc/movie/35797709.jpg,2023-05-17(戛纳电影节),https://movie.douban.com/subject/35797709/,8.6,剧情,4,,,2026-01-09 01:19:00,2023 / 日本 / 剧情 / 是枝裕和 / 安藤樱 永山瑛太
36369452,飞驰人生2,,https://dou.img.lithub.cc/movie/36369452.jpg,2024-02-10(中国大陆),https://movie.douban.com/subject/36369452/,7.6,"剧情,喜剧,运动",3,,,2026-01-09 01:17:44,2024 / 中国大陆 / 剧情 喜剧 运动 / 韩寒 / 沈腾 范丞丞
26758243,清明上河图密码,,https://dou.img.lithub.cc/movie/26758243.jpg,2024-12-16(中国大陆),https://movie.douban.com/subject/26758243/,6.4,"悬疑,古装",3,,,2026-01-09 01:06:15,2024 / 中国大陆 / 悬疑 古装 / 杨帆 熊琛 / 张颂文 白百何
37156504,凡人修仙传：重返天南,,https://dou.img.lithub.cc/movie/37156504.jpg,2025-07-26(中国大陆),https://movie.douban.com/subject/37156504/,9.6,"动画,奇幻,古装",4,,,2026-01-09 01:00:00,2025 / 中国大陆 / 动画 奇幻 古装 / 王裕仁 林宇昂 / 钱文青 青泯邑
36923479,凡人修仙传：外海风云‎,,https://dou.img.lithub.cc/movie/36923479.jpg,2025-01-18(中国大陆),https://movie.douban.com/subject/36923479/,9.4,"动画,奇幻",4,,,2026-01-09 00:59:48,2025 / 中国大陆 / 动画 奇幻 / 王裕仁 林宇昂 / 钱文青 王敏纳
34925298,火凤燎原,,https://dou.img.lithub.cc/movie/34925298.jpg,2023-04-29(中国大陆),https://movie.douban.com/subject/34925298/,8.7,"动作,动画,历史",4,,,2026-01-09 00:59:16,2023 / 中国大陆 / 动作 动画 历史 / 傅海清 / 沈磊 杜光祎
